alim_nom_fr;Energie, R�glement UE N� 1169/2011 (kJ/100 g);Energie, R�glement UE N� 1169/2011 (kcal/100 g);Energie, N x facteur Jones, avec fibres  (kJ/100 g);Energie, N x facteur Jones, avec fibres  (kcal/100 g);Eau (g/100 g);Prot�ines, N x facteur de Jones (g/100 g);Prot�ines, N x 6.25 (g/100 g);Glucides (g/100 g);Lipides (g/100 g);Sucres (g/100 g);Fructose (g/100 g);Galactose (g/100 g);Glucose (g/100 g);Lactose (g/100 g);Maltose (g/100 g);Saccharose (g/100 g);Amidon (g/100 g);Fibres alimentaires (g/100 g);Polyols totaux (g/100 g);Cendres (g/100 g);Alcool (g/100 g);Acides organiques (g/100 g);AG satur�s (g/100 g);AG monoinsatur�s (g/100 g);AG polyinsatur�s (g/100 g);AG 4:0, butyrique (g/100 g);AG 6:0, capro�que (g/100 g);AG 8:0, caprylique (g/100 g);AG 10:0, caprique (g/100 g);AG 12:0, laurique (g/100 g);AG 14:0, myristique (g/100 g);AG 16:0, palmitique (g/100 g);AG 18:0, st�arique (g/100 g);AG 18:1 9c (n-9), ol�ique (g/100 g);AG 18:2 9c,12c (n-6), linol�ique (g/100 g);AG 18:3 c9,c12,c15 (n-3), alpha-linol�nique (g/100 g);AG 20:4 5c,8c,11c,14c (n-6), arachidonique (g/100 g);AG 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100 g);AG 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100 g);Cholest�rol (mg/100 g);Sel chlorure de sodium (g/100 g);Calcium (mg/100 g);Chlorure (mg/100 g);Cuivre (mg/100 g);Fer (mg/100 g);Iode (�g/100 g);Magn�sium (mg/100 g);Mangan�se (mg/100 g);Phosphore (mg/100 g);Potassium (mg/100 g);S�l�nium (�g/100 g);Sodium (mg/100 g);Zinc (mg/100 g);R�tinol (�g/100 g);Beta-Carot�ne (�g/100 g);Vitamine D (�g/100 g);Vitamine E (mg/100 g);Vitamine K1 (�g/100 g);Vitamine K2 (�g/100 g);Vitamine C (mg/100 g);Vitamine B1 ou Thiamine (mg/100 g);Vitamine B2 ou Riboflavine (mg/100 g);Vitamine B3 ou PP ou Niacine (mg/100 g);Vitamine B5 ou Acide pantoth�nique (mg/100 g);Vitamine B6 (mg/100 g);Vitamine B9 ou Folates totaux (�g/100 g);Vitamine B12 (�g/100 g)
Bi�re sans alcool ( 1,2� alcool);107;25,3;107;25,3;94;0,31;0,31;4,89;0,05;2,55;0,13;-;0,17;0,2;2,25;0;0;0;0,01;0,14;0,62;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0,0038;4,75;18,8;0,003;0,011;1;6,2;0,0075;9,85;29,3;2,2;1,53;0;0;0;0;0;-;-;-;0,0028;0,013;0,65;0,047;0,04;5;0,0089
Pastis;1140;274;1140;274;59,7;0;0;2,86;0;0;-;-;-;-;-;-;0;0;0;0,002;37,5;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;-;-;-;1;0;0;-;2;0;0;0,02;0;0;0;-;-;-;0;0;0;0;0;0;0;0
Eau de vie;950;229;950;229;67,1;0;0;0,37;0;0;-;-;-;-;-;-;0;0;0;0,0091;32,6;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0,0025;0,5;-;0,051;0,04;1,1;0;0;5;1;0;1;0,019;0;0;0;0;0;-;0;0;0;0;0;0;0;0
Gin;1100;265;1100;265;62,1;0;0;0;0;0;-;-;-;-;-;-;0;0;0;0,0052;37,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,005;0;-;0,0025;0,18;1;0;0;0;0;-;2;0,004;0;0;0;0;0;-;0;0;0;0;0;0;0;0
Liqueur;1380;328;1380;328;35,6;0,1;0,1;39,6;0,3;35,3;-;-;-;0;-;-;0;0;0;0,6;23,8;0;0,083;0,02;0,12;0;0;0;0;0;0;0,061;0,015;0,018;0,069;0,052;-;0;0;0;0,018;1;-;0,03;0,08;1;3;0,022;6;30;-;7,25;0,09;0;0;0;0;0;-;0;0,004;0,012;0,12;0;0;0;0
Rhum;1060;256;1060;256;63,5;0;0;0;0;0;-;-;-;-;-;-;0;0;0;0,0092;36,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0025;0;-;0,059;0,08;1;0;0,018;4,5;2;-;1;0,043;0;0;0;0;0;-;0;0,007;0,004;0,013;0;0,001;0;0
Whisky;1050;252;1050;252;63,9;0;0;0,096;0;0,096;-;-;-;-;-;-;0;0;0;0,0041;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;0,017;0,02;1,25;0;0,008;3;1;-;0;0,014;0;0;0;0;0;-;0;0,008;0,001;0,05;0;0;0;0
Ap�ritif � base de vin ou vermouth;-;-;-;-;75,3;0,054;0,054;11,3;0;11,1;-;-;-;-;-;-;0;0;-;0,19;13,1;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0,038;7,37;-;0,1;0,44;1,2;7;0;6,25;48;0;15;0,035;0;0;0;0;-;-;-;0;0;0,045;-;0,0075;0;0,0033
Vodka;1000;242;1000;242;65,5;0;0;0;0;0;-;-;-;-;-;-;0;0;0;0,01;34,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0025;0;-;0,0083;0,025;1;0;0,018;4,75;1,25;-;1;0,022;0;0;0;0;0;-;0;0,0053;0,0063;0,013;0;0,001;0;0
Pastis, pr�t � boire (1+ 5);117;27,6;117;27,6;93,1;0;0;6,89;0;0;-;-;-;-;-;-;0;0;0;0,0072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0063;-;-;0,019;0,039;0,17;0,82;0,00068;-;-;0,42;1,99;0,013;0;0;-;-;0;0;0;0;0;0;0;0;0;0
Ap�ritif anis� sans alcool;-;-;-;-;-;0;0;1;0;0,03;-;-;-;-;-;-;0;1;-;0,044;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0,038;1,83;-;-;0;1,2;0,33;0,004;0;3,9;0;15;0,03;-;0;-;0;-;-;0;0;0;0;0;0;0;-
Alcool pur;2730;660;2730;660;-;0;0;0;0;0;-;-;-;-;-;-;0;0;0;0;94,3;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;-;-;0;1;0;-;0;0;-;0;0;0;0;0;0;-;-;0;0;0;0;-;0;0;0
Marsala;887;211;887;211;57,7;0,1;0,1;27,9;0;27,9;-;-;-;-;-;-;0;0;0;0,12;14,2;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0,01;4;-;-;0,4;-;-;-;12;97;-;4;0;0;0;0;0;-;-;0;0;0,01;0,1;-;0,01;0;-
Marsala aux oeufs;640;153;640;153;-;0;0;12,4;0;12,4;-;-;-;-;-;-;0;0;0;0;14,8;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;0;-;-;0;-;-;-;0;0;-;0;0;0;0;0;0;-;-;0;0;0;0;-;0;0;-
Cr�me de cassis;1030;245;1030;245;47,1;0;0;41;0;40,9;-;-;-;-;-;-;0;0;0;0,32;11,6;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0;16,6;-;0,097;0,62;0,87;8,44;0,11;18,5;128;0,57;0;0,12;0;48,1;0;0,52;-;-;5;0,015;0,015;0,11;0,15;0,03;2,96;0
Eau de vie de vin, type armagnac, cognac;945;228;945;228;68;0;0;1;0;0;-;-;-;-;-;-;-;0;0;-;32;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;0,16;-;-;-;-;-;-;-;-;0,016;0;-;0;0;-;-;0;0;0;0;0;0;0;0
Eau de vie, type calvados;-;-;-;-;-;0;0;0;0;0;-;-;-;-;-;-;-;0;0;0;-;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Sak� ou Alcool de riz;552;133;552;133;78,4;0;0;5;0;0;-;-;-;-;-;-;-;0;0;0,047;16,1;0;0;0;0;0;0;0;0;0;0;0;0;-;-;-;-;0;0;0;0,005;5;-;0,009;0,1;-;6;-;6;25;-;2;0,02;0;0;0;0;0;-;0;0;0;0;-;0;0;0
Cocktail � base de rhum;-;-;-;-;65;0;0;22,5;2,19;22,3;-;-;-;-;-;-;0;0,3;-;0,14;9,9;0;1,64;0,082;0,033;0;0,011;0,13;0,1;0,82;0,32;0,16;0,096;-;-;-;-;0;0;0;0,015;8;-;0,079;0,21;-;8;0,53;7;71;-;6;0,13;0;1;-;0,02;0,1;-;4,9;0,029;0,017;0,12;0,061;0,045;12;0
Cocktail � base de whisky;-;-;-;-;69,2;0;0;15,9;0,02;15,8;-;-;-;-;-;-;-;0;-;0,27;14,6;0;0,003;0,001;0,006;0;0;0;0;0;0;0,002;0;-;-;-;-;0;0;0;0,12;46;-;0,034;0,08;-;3;0,007;4;4;-;47;0,04;0;0;-;0;0;-;0,4;0,003;0,002;0,005;0,01;0;0;0
Sangria;-;-;-;-;83;0;0;10,3;0,05;9,5;-;-;-;-;-;-;0,21;0;-;0,31;6,32;0;0;0,013;0,027;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0,0075;9,35;-;0,056;0,37;0,91;10,7;0,19;12,6;123;0,25;3;0,07;0;54;0;0,14;-;-;12,1;0,023;0,022;0,18;0,11;0,055;9,11;0
Kir (au vin blanc);-;-;-;-;83,5;0,18;0,18;7,36;0;5,55;-;-;-;-;-;-;0;0;-;0,27;8,69;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0,0039;6,88;-;0,0027;0,67;0,96;5,09;0,08;18;108;2,2;1,56;0,082;0;8,7;0;0,14;-;-;18,5;0,0068;0,019;0,12;0,082;0,03;3,97;0
Kir royal (au champagne);-;-;-;-;82,5;0,25;0,25;7,97;0;5,66;-;-;-;-;-;-;0;0;-;0,18;9,1;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0,0039;6,88;-;0,0027;0,56;0,78;5,09;0,08;11;91,4;2,2;1,56;0,082;0;8,7;0;0,14;-;-;18,5;0,0027;0,015;0,12;0,067;0,026;3,77;0
Cocktail type punch, 16% alcool;-;-;-;-;-;0,6;0,6;17,8;0,6;17,8;2,89;-;2,97;0,51;0,1;11,4;-;0,5;-;0,11;12,1;0;0,00024;0,00024;0,00024;0,00024;0,00024;0,00024;0,00024;0,00024;0,00024;0,00024;0,00024;0,00024;0,00024;0,00024;0,00024;0,00024;0,00024;-;0,042;13;17,7;0,01;0,06;20;3,1;0,09;13;43;50;16,7;0,26;-;52,9;-;0,08;-;-;1,2;0,021;0,01;0,16;0,053;0,02;5,08;0,077
Cocktail sans alcool (� base de jus de fruits et de sirop);-;-;-;-;86,4;0,5;0,5;12,8;0;11,2;-;-;-;-;-;-;0;0;-;0,29;0,0034;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0,0075;12,8;-;0,043;0,1;5,43;8,31;0,035;10,9;132;0,36;2;0,034;0;75;0;1;-;-;12;0,17;0,019;2,4;0,9;0,21;30;0,38
Panach� (limonade et bi�re);152;36,2;152;36,2;92,3;0;0;5,63;0;5,4;-;-;-;-;-;-;0;0;0,004;0,17;1,95;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0,0052;0,77;-;0,0019;0,058;0,87;0,36;0,0008;9,95;18,9;2,2;2,07;0,016;0;0;0;0;-;-;0,08;0,0065;0,036;0,31;0,065;0,022;3,23;0,038
Panach� pr�emball� ( 1� alc.);107;25,4;107;25,4;94;0,48;0,48;4,93;0,05;4,92;0,96;-;0,95;0,2;0,48;2,53;0;0;0,0032;0,07;0,5;0;0;0;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;0,0034;3,42;13,2;0,001;0,006;1;3,07;0,008;9,9;7,47;1,1;1,37;0;0;0;0;0;-;-;0,0035;0,0035;0,012;0,53;0,047;0,033;5;0,033
